Genre,Centroid,Bandwith,Tonnetz,Chroma,RMS,Flat,Contrast,Zero-Crossing-Rate,Roll-Off,MFCC-1,MFCC-2,MFCC-3,MFCC-4,MFCC-5,MFCC-6,MFCC-7,MFCC-8,MFCC-9,MFCC-10,MFCC-11,MFCC-12,MFCC-13,MFCC-14,MFCC-15,MFCC-16,MFCC-17,MFCC-18,MFCC-19,MFCC-20
blues,3486.442168970654,3132.0290827216677,0.02194043236692861,0.2693939,0.24800573,16.86350868573972,7442.561131453016,0.17964142860595514,7442.561131453016,13.437182,58.23463,-2.180756,5.0175624,8.057978,-0.49256966,4.0949907,2.2513356,4.302015,3.597891,-0.49684006,2.4198663,1.890031,2.17456,1.943335,-0.16784844,-0.6151825,0.7584285,0.7384029,2.0088866
blues,3141.5753946328723,3230.4645793807344,0.01924562109064875,0.24539755,0.18751961,18.7192412669741,7236.996481202871,0.130993435203983,7236.996481202871,-59.553257,77.30153,26.371853,3.1852462,6.7586684,-0.050267998,-0.61978555,-0.67965966,4.141291,-0.44345024,-4.5369034,-3.5553582,-2.1957288,-3.553862,0.25934663,-4.6769705,-4.603607,-3.7484083,-1.3896258,-0.8430271
blues,2884.916266089355,3009.4714107494265,-0.036030101340087925,0.24349654,0.19541577,18.5100332308743,6428.876851163718,0.12125651041666667,6428.876851163718,-52.421513,74.03342,12.680926,24.495552,21.09758,1.9039341,6.8095055,4.729847,8.409067,8.243973,-2.2749782,-1.1975456,-2.679471,0.2626681,-1.0600877,-0.83907855,-1.2490487,-2.3340123,3.812872,0.29528308
blues,3206.647958650542,3126.207007463915,0.03817043483530603,0.2768359,0.19603845,17.60674352436358,7019.799238235933,0.14153094487142304,7019.799238235933,-45.730503,65.273964,12.928245,14.523945,7.032851,4.3946295,6.6237683,3.2991152,7.7277794,4.06005,3.6625175,2.6021338,4.0489707,2.384604,1.780818,-2.3925931,-1.3461764,-2.8791795,-0.8498642,-2.5981336
blues,2944.4147300745813,3162.4492540467904,0.024255119434419662,0.270471,0.25651452,18.584306167098877,6878.242991861224,0.11505650920823667,6878.242991861224,-44.171143,76.18005,22.90793,16.79628,22.996109,3.2776115,6.9057794,0.09506851,6.495517,6.5422907,0.8548563,2.7227676,4.5149565,2.8544383,1.3217162,1.802447,0.38091758,-1.1074566,-0.4259668,1.5640906
blues,3237.8331640737974,2954.2710451778385,0.030364846637024493,0.27819183,0.24084239,16.23020472451664,6701.355971758991,0.16480568445475638,6701.355971758991,4.770377,64.47058,-2.4510317,10.431801,3.2528353,7.8335495,3.102925,1.405789,6.74539,4.8804116,3.2767143,1.7484332,3.3328586,2.3468103,1.4260108,-0.60303575,-2.1771777,-1.6003813,-0.6130039,-4.047522
blues,3758.780588956461,3293.5288823336773,0.04477169081423624,0.2615228,0.21067925,17.888504397844258,7853.9235834179235,0.1775614184551431,7853.9235834179235,-44.29027,51.353466,24.983469,12.159331,10.8779,7.6190553,8.214766,-0.7635587,5.949929,4.7551455,-2.5091753,1.3244871,-1.9542974,-0.45069,0.23999718,-1.9988122,-1.9629546,-1.0330985,0.52279085,-0.37718773
blues,3145.363681067722,3017.374752510687,0.017123389142784117,0.26982507,0.22269987,18.307038620464244,6691.938317956062,0.13560510622099767,6691.938317956062,-47.975613,54.154396,-3.9600961,21.49444,13.905075,5.998558,13.758749,1.0650278,6.7291703,6.2205725,1.6177514,0.45703456,2.4155867,-5.5845766,0.31104812,-0.9976579,0.64348507,1.2561009,2.0714836,3.0291598
blues,3046.5237482673297,3095.3012638936852,-0.013394902776519342,0.26395732,0.20830256,19.007234549873193,6630.777692684164,0.11862590934358082,6630.777692684164,-78.1564,65.98365,24.558344,25.632708,13.826037,3.599383,16.210995,0.57613385,3.3100328,4.1550455,2.7108681,3.645202,1.3963099,2.0116165,-1.8056042,-3.9560373,-0.96098554,-1.0172712,-0.46881846,-0.7515633
blues,3123.1590150815546,2970.177092073625,-0.006169500656743725,0.27567896,0.22339483,17.40891023219307,6616.363936068011,0.14262155295340295,6616.363936068011,-42.77917,62.83609,4.7744255,24.058712,9.644877,-1.8775446,9.271585,-2.9615216,3.1853058,5.9304895,-4.7646003,3.0226665,-1.2427323,-3.5176892,-0.3216972,-1.4421914,-1.8625424,-0.021485602,-0.72855735,-0.98591894
blues,3588.149314447026,3336.585477137673,0.08363033907800706,0.2341453,0.19086911,18.630257745847832,7948.000199390951,0.14645907349671308,7948.000199390951,-47.046474,55.77844,27.639791,19.186356,15.182663,3.178056,5.622395,1.6052535,4.1364326,1.6200367,-1.5827996,-3.0032368,-7.630845,-3.841079,-8.110974,-3.370606,-2.2669942,4.503478,1.4395173,-0.38030344
blues,3259.3511186288288,3144.511334185365,0.03427669627680958,0.2660829,0.24572903,18.128588864881674,7269.646013087297,0.13163352547370458,7269.646013087297,-20.244305,57.762615,16.79944,18.260643,8.965957,14.902181,2.6743505,3.7542834,1.1086355,1.8431586,-5.9786644,-3.6034944,-3.6503112,0.9103671,-0.47398514,-0.411584,-4.6279235,1.9615557,1.570006,0.54469
blues,3270.0808829467123,2988.7582143884124,0.010237875185108396,0.26424104,0.22702415,17.4558354794079,6880.766023781903,0.14528500821732404,6880.766023781903,-26.023748,60.9253,6.0020447,17.740946,5.115728,10.427114,2.4726,4.9311967,8.130399,3.859981,-0.17782746,7.2514496,4.9652233,0.9328804,-2.304142,1.556726,0.2242358,1.9298676,2.3741481,5.438523
blues,3593.770316589631,3171.001978737726,0.01935174695485149,0.25054392,0.13245592,17.683273583394158,7634.611323593387,0.18515413524748647,7634.611323593387,-50.462902,56.434635,12.568678,11.273363,-2.7383478,1.3627746,4.54315,-0.95957255,2.2985399,2.7476232,-1.9773546,2.5896602,-4.024152,0.6780409,-1.405156,3.3259351,3.0372944,2.6403577,2.0825977,1.3592511
blues,1995.186312712328,2424.91901828124,-0.016766798845079926,0.26932633,0.037541915,18.657850210177553,4383.364110535093,0.07252581508604021,4383.364110535093,-273.31802,103.152855,8.712922,31.704931,12.510407,3.4897332,3.933359,-0.15388507,-3.9061587,3.2333577,-6.3654838,-1.5428927,-3.2172756,-6.771139,-3.8108754,-6.2389197,-5.6175365,-4.019247,-2.3939455,-3.081171
blues,4157.9880015154895,3451.420955563018,0.007958720847489035,0.26033983,0.21315025,17.25878939050279,8677.730976290602,0.23009564723511214,8677.730976290602,-14.19234,44.35686,12.703167,10.150148,11.26891,3.9660032,12.500947,-2.1676474,10.718737,2.2982574,5.047687,-0.865944,3.802936,1.6671032,1.5021021,-0.19007099,-1.0180192,4.7853775,4.856835,3.0484767
blues,2843.350642092025,3039.5268476827296,-0.002781929700332303,0.27270973,0.2022344,18.741967307345256,6481.061145047854,0.12496148129350348,6481.061145047854,-71.62304,81.1083,16.360794,8.947616,13.826506,-0.753997,12.51142,-0.6541832,3.0359154,3.063342,-3.2248902,-1.3291911,-0.65515065,-3.9937603,-0.9416913,1.9190704,3.5300243,5.998453,6.094781,2.5749643
blues,2638.9450717614895,2753.6463322825375,0.02707205747370643,0.23890755,0.17207895,21.168597154407937,5625.495191959107,0.10692755159996133,5625.495191959107,-145.93051,62.57327,-23.071829,-18.756536,-14.746655,-28.40494,3.1406605,-24.918982,-13.635363,-4.6096067,-24.374552,-15.802279,-17.45696,-11.70268,-8.2586565,-13.841823,-9.900414,-11.981186,-5.038985,-2.9069448
blues,3151.3426231432663,3220.369558586063,0.04253038551278704,0.25613526,0.21573293,18.457154578199557,7293.569018724623,0.12735455034319412,7293.569018724623,-45.02928,69.7547,11.873838,8.160096,12.596263,7.7551703,11.303386,0.25089422,9.6581545,2.8055394,3.8566477,-0.8445408,2.09968,1.1225883,0.0066713835,0.74825996,-1.474304,3.6728432,4.469373,4.1986656
blues,3603.8169001578863,3334.3307613639963,0.08418282035674975,0.23355894,0.19402906,18.965828045848394,7960.298939149507,0.1475236248066512,7960.298939149507,-44.74116,55.061535,27.15506,19.494202,14.6937475,3.204387,5.5031357,1.4257253,4.4955463,1.3721122,-1.6586041,-3.534179,-7.919715,-3.5340233,-8.193974,-3.3960066,-2.6609547,4.285173,1.3538235,-0.16828944
blues,3263.258088175465,3047.529076417464,0.01984052405210477,0.25348195,0.17923316,19.39732871405562,6830.038926551624,0.13584263824439288,6830.038926551624,-112.48632,59.74963,14.487183,19.165525,15.12468,-3.2217548,6.0984907,-6.6846037,1.4646183,-1.1716869,-1.2355337,-0.7678506,1.8864989,-0.6805378,-2.299131,-3.5012813,-3.895387,-3.3961256,-2.4341416,-2.0811532
blues,2516.390402631999,2465.9151104959374,0.053595695340515136,0.26249468,0.19529577,18.313195026665788,5087.9478366081785,0.12202575164346481,5087.9478366081785,-81.73381,78.610695,-17.252422,24.50192,8.414266,2.150656,5.5259156,1.9490924,8.798312,-0.12679598,0.4980501,4.6413984,2.3908505,5.500485,0.6239577,-1.7902768,2.3145907,7.849369,5.016517,-3.3292646
blues,3694.9173919656873,3245.8503218073524,-0.029853639487552562,0.271537,0.26519835,17.389148282328357,7867.8210760767115,0.16674106063901778,7867.8210760767115,-8.454617,42.056644,8.262312,17.968647,14.042866,7.3565307,5.724671,-1.8928555,4.611337,2.0782142,-1.0689781,-0.65995014,-2.4383576,-1.4805458,-3.7609415,-1.6544563,-2.3662355,0.053278547,-0.98366827,-2.602307
blues,2838.512094103497,3045.8682151180096,-0.002487743913006799,0.27279583,0.20334217,18.93723912579068,6486.948219529438,0.1221488604505027,6486.948219529438,-72.144135,81.281204,16.711231,8.694822,14.176612,-1.0479517,12.842173,-0.52597415,3.142532,3.158665,-3.4713526,-1.1356595,-0.6815591,-3.9962845,-1.0828953,1.7924242,3.5001466,5.922616,6.341417,2.435463
blues,3663.3969667910555,3276.436432947402,0.004859768473876552,0.25172907,0.32138827,17.406157278524706,7777.549825079756,0.15602568517981438,7777.549825079756,-39.893642,35.581356,8.926843,15.078342,15.204771,10.564198,21.816221,10.004617,13.969252,16.55245,1.4722148,3.263471,0.06657274,0.9684917,7.6417656,7.64,9.40244,6.5786138,1.1907499,-0.6419805
blues,3682.741434796903,3222.7138441198144,0.007998060290701766,0.25650287,0.24992587,18.396995023039626,7568.646112782772,0.14555350625966745,7568.646112782772,-80.39707,35.971542,20.43451,26.347641,17.400066,4.578968,13.495072,3.6207123,7.3269696,5.481911,3.9622955,5.3203077,3.5403306,0.5193594,0.1920046,-1.1236727,3.5288062,1.4388639,0.46885374,-1.7930024
blues,3001.399838354504,2971.8793278148164,-0.020702700287490956,0.26628768,0.22344695,17.87147792085668,6442.932553744925,0.14367213179137664,6442.932553744925,-37.086514,68.898674,10.490168,23.945831,15.357448,3.5560462,11.680305,2.9196262,2.5507562,4.7550306,-1.5914156,2.5622604,-1.0137556,-1.6478769,0.51025313,-2.8272688,-3.4260347,-4.1053452,-4.2154727,1.0942316
blues,3047.49275477347,3306.7960072696064,0.04415392447222894,0.26116154,0.30359313,18.729222889103728,7385.888671875,0.10640263981535189,7385.888671875,-36.638824,73.07811,39.135193,20.312122,12.493178,2.1483605,11.728564,-2.4226382,6.638518,3.1705885,-5.384551,-3.1425967,-5.773089,-7.6773415,-7.602811,-6.835557,-6.102331,-1.5734944,2.1192527,-1.5688884
blues,2246.5077749351376,2684.309323138118,0.032251014788570204,0.24765892,0.09214439,18.580591409404793,5154.995536361659,0.08596620021268368,5154.995536361659,-137.74448,100.25637,14.398747,15.412896,2.327178,-1.0672592,-2.105049,-1.6893662,-5.314716,-1.78285,1.7410489,-6.1848674,-3.032749,-9.778239,-6.661565,-3.9657829,-10.176236,-2.9669044,-3.5734053,-0.6474149
blues,3151.406048473924,3220.6233818211003,0.041526171157345505,0.25613058,0.21566187,18.500693512786796,7294.5599124492455,0.12755734000386698,7294.5599124492455,-44.98689,69.775894,11.840672,8.117906,12.628617,7.8121004,11.339221,0.18483147,9.635791,2.8409944,3.8533392,-0.8417094,2.1321976,1.0832057,-0.0771044,0.6480727,-1.4845344,3.7256293,4.553656,4.274244
blues,2806.8735131504363,2858.2355914634322,-0.03942535670143574,0.22670467,0.1985883,19.292875154243557,6104.063553599913,0.12851841949439288,6104.063553599913,-42.241444,82.16851,-2.2273612,19.91206,13.8555565,0.85311663,7.9228992,-0.71227866,6.8727417,-1.9014206,-4.6892295,-3.169999,-2.9372368,3.6071599,-0.06599566,1.5997884,0.8589904,-1.2455215,2.5273063,0.78088516
blues,2702.9067309440616,2725.9295935466757,-0.03845496191616774,0.25850597,0.25418848,18.064389626050087,5775.678042524652,0.10325052566705337,5775.678042524652,-50.853703,68.05084,12.076206,36.321774,8.664504,19.5016,10.716682,12.310909,1.6588451,10.158866,4.8325033,1.6959492,2.7262328,3.1593668,2.458102,1.4157499,1.0634671,1.8988597,2.2660375,2.421802
blues,3672.8534760255566,3279.6289668536638,0.00471615954411043,0.25142652,0.32924145,17.372991142116195,7783.88654881453,0.15405896534222738,7783.88654881453,-39.63845,33.950104,9.583241,16.655977,14.907743,11.196752,21.489483,9.8847685,14.735058,15.624816,2.0449588,2.5801914,0.36708724,1.6488098,6.9265532,8.2295065,9.359765,6.963522,1.5010893,-1.1233691
blues,2327.3042886281555,2516.6762247449906,0.008138911179022807,0.28062987,0.21548757,15.628027193557378,4929.812855731583,0.09544520072022429,4929.812855731583,-30.302328,88.46916,-6.565683,32.79242,8.502237,8.387787,2.0520327,6.863294,3.578138,2.7206445,1.2915945,3.2918956,1.5701153,2.377863,2.5288734,1.1006652,-1.5776114,-0.26245338,0.1183315,0.4255354
blues,2053.421991406216,2559.2979840466633,-0.010644165682350886,0.21616569,0.08331509,21.72460039235016,4506.526371719113,0.07533088324149265,4506.526371719113,-204.71895,101.62684,26.381647,9.190344,10.471229,5.1170764,-9.461806,9.306169,-12.484944,-2.4797275,6.2220006,-9.4853945,-2.5450127,-9.031072,-10.174723,-4.0439625,-7.7589335,-5.142255,-1.8246576,-4.4192715
blues,3941.4176965620686,3361.6411246819926,-0.0024332544078726434,0.26158738,0.24072388,17.446198270220105,8260.423161977958,0.16747971348124516,8260.423161977958,-56.15306,36.4485,11.9794,-6.415675,3.7821662,5.2883554,3.3959649,4.2619233,7.989973,5.8575935,1.5882744,4.8537254,0.4957747,2.50689,0.27404618,-2.5961719,-1.4263085,-1.8727229,-5.4025173,-4.3224535
blues,3169.1342473591576,3341.5436319332334,-0.0055293640170075,0.2655289,0.20792219,17.26146267887847,7556.0892410455335,0.1003438738640758,7556.0892410455335,-62.048714,64.204506,29.86741,23.252483,16.257404,7.4441085,8.867356,6.4148307,7.411366,3.0190263,1.4687113,2.979093,1.8576169,0.5264141,-0.33694872,0.8092006,1.2933502,1.1808063,0.85407,0.10139445
blues,3126.5703488042013,3162.804933052279,-0.01060428030190327,0.214763,0.25110945,19.935127394016718,6931.9177897513055,0.10530825538959783,6931.9177897513055,-59.051575,61.004276,27.743502,23.84954,12.297715,7.377119,12.317067,7.139927,13.406534,2.4973204,-1.9689045,-2.4171176,-4.516286,3.47225,2.044253,3.7309854,2.5016496,1.2773925,3.1188366,1.6506822
blues,3508.793497823872,3309.975742561449,0.032268732488030256,0.2315223,0.20420928,17.517907692026075,7585.041656848173,0.13715000845901004,7585.041656848173,-125.51832,51.231625,38.500435,14.496834,16.24374,4.6439257,12.31821,1.1781602,1.729141,9.767175,-2.822853,2.080858,0.85810906,-0.5036917,1.3397868,-0.85539645,0.49945083,4.1403913,1.7412359,8.2248
blues,2489.4473576233404,2941.8504987751876,-0.013705424348869096,0.2556914,0.14295633,19.06964976356478,5976.6962392147625,0.08426080336426914,5976.6962392147625,-104.46266,86.86334,28.752209,26.619091,8.907512,5.6653743,7.7535825,0.4625298,6.6260905,6.566947,0.37621826,2.1416805,-0.022565117,-0.36001605,1.3141512,1.316762,1.9381444,1.227499,-0.123662986,0.84063077
blues,3497.7204060983595,3294.829799317652,0.04982994389712517,0.24113573,0.27340764,18.441495296668414,7662.173157446346,0.13598953801720803,7662.173157446346,-46.88898,55.891518,26.080194,16.541317,7.097386,-3.3452632,9.254672,-0.8496663,8.30775,7.121686,-0.5432525,1.7571971,-1.830214,5.210744,-3.090102,-0.85528505,-3.8671715,-2.339084,-0.23006895,2.2158806
blues,1962.1017412302308,2325.1332860434068,0.010091417720518766,0.2309027,0.1992373,20.275497275668073,3820.6530506815543,0.09577563080046404,3820.6530506815543,-76.910484,113.30772,-6.22412,19.930395,15.107155,-3.2840233,4.7830315,1.0138454,2.2947924,-0.014044859,-3.7734733,4.239927,2.3016148,-2.9147508,4.521826,3.4229362,-0.54634553,-0.5721613,0.63660794,-2.0010724
blues,3262.9888387042474,2931.274188979255,-0.015034449148202417,0.26710036,0.245588,17.54536336961505,6715.594864776682,0.1549981420388631,6715.594864776682,-29.299528,53.877113,-1.700412,15.489958,1.0905544,0.5373253,4.8971496,-3.2253232,-1.6960158,2.227417,-7.136839,-5.9993052,-2.9869275,-3.800679,-4.8925123,-6.728302,-0.42717907,-4.024591,4.3790174,4.4642267
blues,2519.345523615794,2684.3184920569984,0.00981763173550162,0.24619833,0.13344808,18.077047822109037,5497.911379785382,0.10012635646268368,5497.911379785382,-111.60004,85.56209,3.5251434,16.362411,2.20312,5.9770145,-5.0359426,-3.9642663,-0.10538284,1.5665889,-5.7904086,-5.0873823,-0.2128253,-4.4040766,-0.7794932,1.5529197,0.36164993,0.57899123,-0.6933736,-1.8098048
blues,3889.142797928619,3271.0610895919717,0.03032632859507866,0.2548011,0.19133395,16.94932101390512,8055.1083168684745,0.1909561098221191,8055.1083168684745,-52.5842,37.492367,14.0829,18.178389,16.777842,5.952137,6.4206605,2.6906488,-0.4442706,3.2166364,-3.9433198,1.6200885,0.3167597,-0.13732655,-0.5116238,-1.5674168,2.0696545,1.2386509,4.5860524,1.6267928
blues,3728.389159013531,3224.6342587686468,0.008690276276593027,0.25648403,0.25176802,18.274248898076127,7635.0859533606435,0.14473441729505027,7635.0859533606435,-77.92487,32.37364,20.107264,27.610147,16.27146,5.323757,13.487586,3.502206,7.344571,5.269122,4.007442,5.2748632,3.7537496,0.7842268,0.40508813,-0.7130379,3.0615726,1.4090438,0.547316,-1.9010549
blues,2939.0735056773756,2629.1685773023933,-0.04714336526968055,0.2558661,0.16735059,18.579603971976976,5748.815663065545,0.14566604130413766,5748.815663065545,-87.756744,64.35611,-12.972931,16.032887,0.49571216,0.40936774,4.4360785,-2.724951,-0.31445333,-0.049785238,-5.9333587,-4.269221,-3.506904,-4.622468,-4.0879188,-3.318928,0.21254042,2.700192,2.4814796,0.21681046
blues,3142.6674701457778,3002.0590028895076,0.017381558103159094,0.2590134,0.16773868,17.304360626966687,6826.525000906323,0.13640418056361175,6826.525000906323,-91.861565,56.67706,13.78416,15.054892,0.90431356,-4.078767,-0.23014733,0.56696546,-4.5866685,-2.6130123,-2.7646897,-3.1039546,1.7949008,-0.9554366,1.3964493,0.9222286,1.076011,0.9109344,3.2876027,0.21057035
blues,3647.914741035446,2886.9189518418634,0.0028192557806305998,0.24845271,0.16904928,18.38427651203755,7113.759278476653,0.20587380063321734,7113.759278476653,-88.39745,34.34531,-11.279145,2.1954029,-4.848073,-6.1465397,0.32279658,2.4406161,-8.163182,5.6395426,-9.395805,-7.3565564,-3.950928,2.3662984,1.2415478,10.829779,9.3840475,5.288314,-2.9361346,-5.5764174
blues,2568.4472433296255,2558.809406796564,-0.013340953058481252,0.28253677,0.23431744,16.2143287225381,5349.876853429524,0.13159538440158547,5349.876853429524,9.566639,88.86886,-20.312077,5.1106977,-2.9176502,-0.17563917,0.33215395,1.6097708,-2.2632651,-0.9502328,-6.214681,-2.9705684,-1.8106345,-0.32681245,-1.3463808,-1.6712213,-0.18919086,1.7147777,-0.1273157,-3.901235
blues,2844.938006939507,3219.56793663068,0.0041079506315315605,0.24289826,0.24325845,19.3565138182716,6841.255177367314,0.0997370154195669,6841.255177367314,-63.56813,79.03119,42.745155,16.09252,15.271024,10.789155,13.308312,3.6865609,4.9269943,10.664272,-0.016068248,3.4758782,3.4151354,-2.4490998,0.8538386,-5.114749,-4.2915134,-1.5654281,-0.05966831,2.660871
blues,2765.1075887034285,3222.448108646942,-0.006278613656986345,0.2269651,0.13809818,19.091197963860875,6871.273428436775,0.09597275594547564,6871.273428436775,-119.3696,85.97376,33.870014,9.980801,17.702011,0.51735157,9.578705,-5.3154035,4.174863,8.122891,-7.98327,1.573302,-2.9313235,-1.60814,-0.19623756,-2.434576,1.2034879,5.844037,1.6118617,7.5748696
blues,3633.161730198139,3133.802296377424,0.038589309210170494,0.27489978,0.21295623,17.986609271190154,7532.774094583817,0.18300841671500387,7532.774094583817,-26.940434,46.743637,8.683473,8.586894,6.084411,12.43607,6.974732,2.4991586,1.1518143,7.257162,-3.1354442,1.2637734,3.8410106,4.6863008,1.7072082,-0.9817071,-1.3003609,-2.6790752,-1.2707309,-2.4859219
blues,3889.142797928619,3271.0610895919717,0.03032632859507866,0.2548011,0.19133395,16.94932101390512,8055.1083168684745,0.1909561098221191,8055.1083168684745,-52.5842,37.492367,14.0829,18.178389,16.777842,5.952137,6.4206605,2.6906488,-0.4442706,3.2166364,-3.9433198,1.6200885,0.3167597,-0.13732655,-0.5116238,-1.5674168,2.0696545,1.2386509,4.5860524,1.6267928
blues,3669.8104669349937,3295.063698895931,-0.024535001887280642,0.2539235,0.25978214,17.701766626749258,7876.372738725348,0.16179669373549885,7876.372738725348,-8.573005,54.295788,20.964115,13.100406,9.715856,6.0221767,10.730787,6.106817,0.69694126,5.003989,-3.447254,0.874806,-1.9368967,-2.7831304,-2.666644,-3.3114786,1.7082608,-0.15276632,4.8468204,2.9062352
blues,4036.598130091535,3342.1673491763763,-0.0010754617960237638,0.27478018,0.23100165,17.22795362022134,8331.018094728828,0.21382753589037123,8331.018094728828,-34.210648,40.406387,17.489128,13.413984,13.248571,7.451953,18.189602,2.7271254,4.3492937,5.8229604,-1.1435415,3.1195772,2.4273858,-2.0804281,-1.2731378,0.15447493,2.3218355,4.3090773,2.1351738,2.950754
blues,1826.4363763192466,2294.4440494068185,0.04207238968439897,0.2454356,0.12607248,19.275103034944763,3795.9306685941124,0.07461564373066512,3795.9306685941124,-125.979675,117.34161,-0.06749969,10.210602,4.4887323,2.178098,-3.6399233,3.3827174,1.7389079,4.5570374,0.84083223,2.4257443,-3.111211,-2.840175,-6.1148324,-5.2602005,-1.8073974,-3.2092345,1.2758433,5.805641
